CÓDIGO OACI;CIAD;NOME;MUNICÍPIO;UF;MUNICÍPIO SERVIDO;UF SERVIDO;LatGeoPoint;LonGeoPoint;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO DIURNA;OPERAÇÃO NOTURNA;DESIGNAÇÃO 1;COMPRIMENTO 1;LARGURA 1;RESISTÊNCIA 1;SUPERFÍCIE 1;DESIGNAÇÃO 2;COMPRIMENTO2;LARGURA 2;RESISTÊNCIA 2;SUPERFÍCIE 2;SITUAÇÃO;ValidadedoRegistro;PortariadeRegistro;Link Portaria
SBMI;RJ0009;Maricá;MARICÁ;Rio de Janeiro;Maricá;Rio de Janeiro;-22.918056;-42.828889;"22°55'05.0S""";"042°49'44.0W""";0;;;set/27;11,900,000;30,00;13/F/A/X/T;Asfalto;;;;;;Cadastrado;21/02/2029;PA2019-0538;https://pergamum.anac.gov.br/arquivos/PA2019-0538.pdf
SBUL;MG0002;Ten. Cel. Aviador César Bombonato;UBERLÂNDIA;Minas Gerais;Uberlândia;Minas Gerais;-18.883611;-48.225278;"18°53'01.0S""";"048°13'31.0W""";943;VFR / IFR - CAT I;VFR / IFR - CAT I;abr/22;21,000,000;45,00;43/F/A/X/T;Asfalto;;;;;;Cadastrado;27/02/2024;PA2014-0465;https://pergamum.anac.gov.br/arquivos/PA2014-0465.pdf
SBTG;MS0006;Três Lagoas;TRÊS LAGOAS;Mato Grosso do Sul;Três Lagoas;Mato Grosso do Sul;-20.751389;-51.680278;"20°45'05.0S""";"051°40'49.0W""";323;VFR;VFR;jul/25;20,000,000;30,00;33/F/B/X/T;Asfalto;;;;;;Cadastrado;04/09/2023;PA2019-2140;https://pergamum.anac.gov.br/arquivos/PA2019-2140.pdf
SSKG;MS0003;Estância Santa Maria;CAMPO GRANDE;Mato Grosso do Sul;Campo Grande;Mato Grosso do Sul;-20.505556;-54.524722;"20°30'20.0S""";"054°31'29.0W""";618;VFR;;jun/24;15,000,000;23,00;5600 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;26/05/2030;PA2020-1390;https://pergamum.anac.gov.br/arquivos/PA2020-1390.pdf
SWJW;GO0008;Jataí;JATAÍ;Goiás;Jataí;Goiás;-17.83;-51.775278;"17°49'48.0S""";"051°46'31.0W""";771;VFR;VFR;13/31;15,000,000;23,00;10/F/B/X/U;Asfalto;;;;;;Cadastrado;23/09/2030;PA2020-2415;https://pergamum.anac.gov.br/arquivos/PA2020-2415.pdf
SNOU;AC0003;Novo Aeródromo de Feijó;FEIJÓ;Acre;Feijó;Acre;-8.1413889;-70.340833;"08°08'29.0S""";"070°20'27.0W""";168;VFR;Sem Operação;mar/21;12,000,000;24,00;5500 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1089;https://pergamum.anac.gov.br/arquivos/PA2020-1089.pdf
SBGW;SP0076;Guaratinguetá;GUARATINGUETÁ;São Paulo;Guaratinguetá;São Paulo;-22.791667;-45.204444;"22°47'30.0S""";"045°12'16.0W""";537;VFR / IFR Não Precisão;VFR / IFR Não Precisão;fev/20;15,510,000;30,00;15/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/04/2030;PA2020-1020;https://pergamum.anac.gov.br/arquivos/PA2020-1020.pdf
SSCI;MS0012;Coxim;COXIM;Mato Grosso do Sul;Coxim;Mato Grosso do Sul;-18.481389;-54.715833;"18°28'53.0S""";"054°42'57.0W""";292;VFR;Sem Operação;fev/20;13,000,000;23,00;13/F/A/X/T;Asfalto;;;;;;Interditado;;PD2003-0667;https://pergamum.anac.gov.br/arquivos/PD2003-0667.pdf
SWXM;MT0014;Regional Orlando Villas Boas;MATUPÁ;Mato Grosso;Matupá;Mato Grosso;-10.170278;-54.952778;"10°10'13.0S""";"054°57'10.0W""";283;VFR;Sem Operação;fev/20;14,820,000;18,00;5700 Kg /   0.50 MPa;Cascalho;;;;;;Cadastrado;;PA2009-0107;https://pergamum.anac.gov.br/arquivos/PA2009-0107.pdf
SSMJ;MS0020;Maracaju;MARACAJU;Mato Grosso do Sul;Maracaju;Mato Grosso do Sul;-21.633889;-55.145;"21°38'02.0S""";"055°08'42.0W""";390;VFR;Sem Operação;jan/19;8,000,000;30,00;5600 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;07/05/2030;PA2020-1196;https://pergamum.anac.gov.br/arquivos/PA2020-1196.pdf
SSIQ;RS0045;Itaqui;ITAQUI;Rio Grande do Sul;Itaqui;Rio Grande do Sul;-29.171944;-56.538333;"29°10'19.0S""";"056°32'18.0W""";84;VFR;Sem Operação;15/33;9,660,000;23,00;1800 Kg /   0.50 MPa;Grama;;;;;;Interditado;19/05/2030;PA2020-1288;https://pergamum.anac.gov.br/arquivos/PA2020-1288.pdf
SWBG;MT0009;André Antônio Maggi;PONTES E LACERDA;Mato Grosso;Pontes e Lacerda;Mato Grosso;-15.193333;-59.385278;"15°11'36.0S""";"059°23'07.0W""";247;VFR;Sem Operação;jan/19;15,000,000;30,00;8/F/B/Y/T;Asfalto;;;;;;Interditado;07/05/2030;PA2020-1194;https://pergamum.anac.gov.br/arquivos/PA2020-1194.pdf
SWKO;AM0010;Coari;COARI;Amazonas;Coari;Amazonas;-4.1338889;-63.131111;"04°08'02.0S""";"063°07'52.0W""";40;VFR;Sem Operação;out/28;16,000,000;36,00;29/F/C/X/U;Asfalto;;;;;;Cadastrado;10/05/2026;PA2016-1115;https://pergamum.anac.gov.br/arquivos/PA2016-1115.pdf
SBPB;PI0002;Aeroporto Internacional de Parnaíba / Prefeito Doutor João Silva Filho;PARNAÍBA;Piauí;Parnaíba;Piauí;-2.8938889;-41.730278;"02°53'38.0S""";"041°43'49.0W""";5;VFR;VFR;out/28;25,000,000;45,00;52/F/C/X/T;Asfalto;;;;;;Cadastrado;30/07/2023;PA2013-1946;https://pergamum.anac.gov.br/arquivos/PA2013-1946.pdf
SNGD;PI0005;Guadalupe;GUADALUPE;Piauí;Guadalupe;Piauí;-6.7822222;-43.582222;"06°46'56.0S""";"043°34'56.0W""";172;VFR;Sem Operação;15/33;16,000,000;36,00;9/F/C/X/U;Piçarra;;;;;;Cadastrado;;PD1970-0045;https://pergamum.anac.gov.br/arquivos/PD1970-0045.pdf
SNNU;MG0041;Nanuque;NANUQUE;Minas Gerais;Nanuque;Minas Gerais;-17.823056;-40.329722;"17°49'23.0S""";"040°19'47.0W""";210;VFR;Sem Operação;nov/29;12,200,000;23,00;13/F/C/Y/U;Asfalto;;;;;;Cadastrado;30/07/2028;PA2018-2331;https://pergamum.anac.gov.br/arquivos/PA2018-2331.pdf
SNJK;BA0047;Jequié;JEQUIÉ;Bahia;Jequié;Bahia;-13.877778;-40.071389;"13°52'40.0S""";"040°04'17.0W""";197;VFR;Sem Operação;14/32;12,000,000;29,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;18/11/2024;PA2014-2695;https://pergamum.anac.gov.br/arquivos/PA2014-2695.pdf
SNZW;BA0063;Ituberá;ITUBERÁ;Bahia;Ituberá;Bahia;-13.731667;-39.140556;"13°43'54.0S""";"039°08'26.0W""";7;VFR;;out/28;8,500,000;20,00;6/F/B/Y/U;Cascalho;;;;;;Cadastrado;06/08/2025;PA2015-2105;https://pergamum.anac.gov.br/arquivos/PA2015-2105.pdf
SIBU;PB0012;Catolé do Rocha;CATOLÉ DO ROCHA;Paraíba;Catolé do Rocha;Paraíba;-6.3625;-37.755278;"06°21'45.0S""";"037°45'19.0W""";272;;;nov/29;10,000,000;18,00;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;23/04/2031;PA2021-4759;https://pergamum.anac.gov.br/arquivos/PA2021-4759.pdf
SDTF;SP0050;Tatuí;TATUÍ;São Paulo;Tatuí;São Paulo;-23.331944;-47.88;"23°19'55.0S""";"047°52'48.0W""";635;VFR;Sem Operação;14/32;13,000,000;30,00;28/F/B/X/T;Terra;;;;;;Cadastrado;23/04/2030;PA2020-1084;https://pergamum.anac.gov.br/arquivos/PA2020-1084.pdf
SSCP;PR0015;Francisco Lacerda Júnior;CORNÉLIO PROCÓPIO;Paraná;Cornélio Procópio;Paraná;-23.1525;-50.6025;"23°09'09.0S""";"050°36'09.0W""";567;VFR;Sem Operação;jun/24;14,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;07/05/2030;PA2020-1192;https://pergamum.anac.gov.br/arquivos/PA2020-1192.pdf
SNLT;PI0010;Paulistana;PAULISTANA;Piauí;Paulistana;Piauí;-8.1663889;-41.153889;"08°09'59.0S""";"041°09'14.0W""";360;VFR;Sem Operação;jul/25;10,600,000;30,00;2500 Kg /   0.50 MPa;Cascalho;;;;;;Interditado;;;
SSXX;SC0017;Municipal João Winckler;XANXERÊ;Santa Catarina;Xanxerê;Santa Catarina;-26.875556;-52.373056;"26°52'32.0S""";"052°22'23.0W""";910;VFR;VFR;18/36;11,490,000;18,00;8/F/A/Y/T;Asfalto;;;;;;Cadastrado;24/03/2026;PA2016-0694;https://pergamum.anac.gov.br/arquivos/PA2016-0694.pdf
SSAE;RS0040;Arroio Grande;ARROIO GRANDE;Rio Grande do Sul;Arroio Grande;Rio Grande do Sul;-32.229167;-53.055833;"32°13'45.0S""";"053°03'21.0W""";49;VFR;Sem Operação;jun/24;10,000,000;18,00;5700 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;27/09/2028;PA2018-2952;https://pergamum.anac.gov.br/arquivos/PA2018-2952.pdf
SJOG;RO0008;Ariquemes;ARIQUEMES;Rondônia;Ariquemes;Rondônia;-9.8805556;-63.047222;"09°52'50.0S""";"063°02'50.0W""";142;VFR;Sem Operação;mar/21;13,060,000;18,00;25/F/C/Y/U;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3473;https://pergamum.anac.gov.br/arquivos/PA2020-3473.pdf
SSGA;RS0020;Garibaldi;GARIBALDI;Rio Grande do Sul;Garibaldi;Rio Grande do Sul;-29.268333;-51.532222;"29°16'06.0S""";"051°31'56.0W""";680;VFR;Sem Operação;15/33;12,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;23/06/2030;PA2020-1563;https://pergamum.anac.gov.br/arquivos/PA2020-1563.pdf
SNNE;MG0078;Sebastião Carlos Leite;SÃO JOÃO NEPOMUCENO;Minas Gerais;São João Nepomuceno;Minas Gerais;-21.542222;-43.021111;"21°32'32.0S""";"043°01'16.0W""";403;VFR;Sem Operação;nov/29;6,200,000;40,00;3000 Kg /   0.50 MPa;Saibro;;;;;;Cadastrado;09/04/2030;PA2020-0975;https://pergamum.anac.gov.br/arquivos/PA2020-0975.pdf
SNYE;MA0004;Pinheiro;PINHEIRO;Maranhão;Pinheiro;Maranhão;-2.4775;-45.105;"02°28'39.0S""";"045°06'18.0W""";20;VFR;Sem Operação;set/27;17,400,000;30,00;29/F/C/X/T;Asfalto;;;;;;Interditado;17/03/2030;PA2020-0706;https://pergamum.anac.gov.br/arquivos/PA2020-0706.pdf
SNCT;MG0056;Caratinga;UBAPORANGA;Minas Gerais;Ubaporanga;Minas Gerais;-19.725278;-42.111111;"19°43'31.0S""";"042°06'40.0W""";599;VFR;;fev/20;10,800,000;23,00;5000 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;20/12/2026;PA2016-3721;https://pergamum.anac.gov.br/arquivos/PA2016-3721.pdf
SNLO;MG0037;São Lourenço;SÃO LOURENÇO;Minas Gerais;São Lourenço;Minas Gerais;-22.091667;-45.045278;"22°05'30.0S""";"045°02'43.0W""";875;VFR;Sem Operação;mai/23;13,000,000;30,00;14/F/B/X/T;Asfalto;;;;;;Cadastrado;;PD1983-0097;https://pergamum.anac.gov.br/arquivos/PD1983-0097.pdf
SBPF;RS0006;Lauro Kurtz;PASSO FUNDO;Rio Grande do Sul;Passo Fundo;Rio Grande do Sul;-28.245278;-52.328611;"28°14'43.0S""";"052°19'43.0W""";724;VFR / IFR Não Precisão;VFR / IFR Não Precisão;ago/26;17,000,000;30,00;29/F/A/X/T;Asfalto;;;;;;Cadastrado;05/12/2023;PA2013-3197;https://pergamum.anac.gov.br/arquivos/PA2013-3197.pdf
SSSB;RS0014;São Borja;SÃO BORJA;Rio Grande do Sul;São Borja;Rio Grande do Sul;-28.654722;-56.034722;"28°39'17.0S""";"056°02'05.0W""";80;VFR;Sem Operação;jul/25;15,000,000;30,00;17/F/C/Y/U;Asfalto;14/32;7,000,000;18,00;5700 Kg /   0.50 MPa;Grama;Cadastrado;15/07/2030;PA2020-1754;https://pergamum.anac.gov.br/arquivos/PA2020-1754.pdf
SDFX;BA0054;Casa Nova;CASA NOVA;Bahia;Casa Nova;Bahia;-9.1575;-40.9375;"09°09'27.0S""";"040°56'15.0W""";405;VFR;;dez/30;11,000,000;20,00;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;10/03/2026;PA2016-0532;https://pergamum.anac.gov.br/arquivos/PA2016-0532.pdf
SSRU;RS0034;São Lourenço do Sul;SÃO LOURENÇO DO SUL;Rio Grande do Sul;São Lourenço do Sul;Rio Grande do Sul;-31.384722;-52.0325;"31°23'05.0S""";"052°01'57.0W""";27;VFR;Sem Operação;mar/21;10,550,000;18,00;5700 Kg /   0.50 MPa;Saibro;;;;;;Cadastrado;23/09/2030;PA2020-2448;https://pergamum.anac.gov.br/arquivos/PA2020-2448.pdf
SSEP;RS0031;São Sepé;SÃO SEPÉ;Rio Grande do Sul;São Sepé;Rio Grande do Sul;-30.182222;-53.579444;"30°10'56.0S""";"053°34'46.0W""";153;;;14/32;11,400,000;18,00;5700 Kg /   0.62 MPa;Saibro;;;;;;Cadastrado;13/01/2021;PA2021-3955;https://pergamum.anac.gov.br/arquivos/PA2021-3955.pdf
SSIJ;RS0032;Ijuí;IJUÍ;Rio Grande do Sul;Ijuí;Rio Grande do Sul;-28.368611;-53.846389;"28°22'07.0S""";"053°50'47.0W""";365;VFR;VFR;18/36;12,800,000;23,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;23/07/2030;PA2020-1835;https://pergamum.anac.gov.br/arquivos/PA2020-1835.pdf
SNIB;BA0045;Itaberaba;ITABERABA;Bahia;Itaberaba;Bahia;-12.499722;-40.270278;"12°29'59.0S""";"040°16'13.0W""";283;VFR;;14/32;11,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;20/04/2028;PA2018-1228;https://pergamum.anac.gov.br/arquivos/PA2018-1228.pdf
SBCR;MS0009;Corumbá Internacional;CORUMBÁ;Mato Grosso do Sul;Corumbá;Mato Grosso do Sul;-19.011944;-57.671389;"19°00'43.0S""";"057°40'17.0W""";141;VFR / IFR Não Precisão;VFR / IFR Não Precisão;set/27;15,000,000;45,00;71/F/C/X/T;Asfalto;;;;;;Cadastrado;22/03/2026;PA2016-0668;https://pergamum.anac.gov.br/arquivos/PA2016-0668.pdf
SBSN;PA0002;Maestro Wilson Fonseca;SANTARÉM;Pará;Santarém;Pará;-2.4247222;-54.785833;"02°25'29.0S""";"054°47'09.0W""";60;VFR / IFR Não Precisão;VFR / IFR Não Precisão;out/28;24,000,000;45,00;48/F/A/W/T;Asfalto;;;;;;Cadastrado;23/09/2030;PA2020-2416;https://pergamum.anac.gov.br/arquivos/PA2020-2416.pdf
SSVI;SC0011;Ângelo Ponzoni;VIDEIRA;Santa Catarina;Videira;Santa Catarina;-26.999722;-51.141389;"26°59'59.0S""";"051°08'29.0W""";840;VFR;Sem Operação;out/28;14,000,000;23,00;11/F/A/Y/T;Asfalto;;;;;;Cadastrado;13/12/2028;PA2018-3718;https://pergamum.anac.gov.br/arquivos/PA2018-3718.pdf
SNMK;MG0017;Mocambinho;JAÍBA;Minas Gerais;Jaíba;Minas Gerais;-15.093056;-43.979167;"15°05'35.0S""";"043°58'45.0W""";450;VFR;Sem Operação;nov/29;15,310,000;30,00;14/F/A/Y/T;Asfalto;;;;;;Cadastrado;20/08/2030;PA2020-2078;https://pergamum.anac.gov.br/arquivos/PA2020-2078.pdf
SNTQ;BA0053;Buritirama;BURITIRAMA;Bahia;Buritirama;Bahia;-10.721667;-43.653611;"10°43'18.0S""";"043°39'13.0W""";499;VFR;;nov/29;11,020,000;29,00;5700 Kg /   0.50 MPa;Piçarra;;;;;;Cadastrado;30/10/2025;PA2015-2911;https://pergamum.anac.gov.br/arquivos/PA2015-2911.pdf
SWCA;AM0007;Carauari;CARAUARI;Amazonas;Carauari;Amazonas;-4.8713889;-66.8975;"04°52'17.0S""";"066°53'51.0W""";108;VFR;Sem Operação;abr/22;16,650,000;18,00;12/F/C/Y/T;Asfalto;;;;;;Cadastrado;06/09/2027;PA2017-3045;https://pergamum.anac.gov.br/arquivos/PA2017-3045.pdf
SDIG;SP0038;Ibitinga;IBITINGA;São Paulo;Ibitinga;São Paulo;-21.747222;-48.855833;"21°44'50.0S""";"048°51'21.0W""";542;VFR;Sem Operação;13/31;12,000,000;18,00;5600 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1074;https://pergamum.anac.gov.br/arquivos/PA2020-1074.pdf
SNRX;MA0009;Riachão;RIACHÃO;Maranhão;Riachão;Maranhão;-7.3502778;-46.633889;"07°21'01.0S""";"046°38'02.0W""";400;VFR;Sem Operação;dez/30;12,000,000;40,00;6/F/C/Y/U;Terra;;;;;;Interditado;;;
SWDM;MT0015;Diamantino;DIAMANTINO;Mato Grosso;Diamantino;Mato Grosso;-14.376667;-56.400556;"14°22'36.0S""";"056°24'02.0W""";469;;;17/35;16,300,000;18,00;13/F/C/Y/U;Asfalto;;;;;;Cadastrado;;;
SNOE;PI0008;Oeiras;OEIRAS;Piauí;Oeiras;Piauí;-7.0188889;-42.167222;"07°01'08.0S""";"042°10'02.0W""";250;VFR;Sem Operação;nov/29;12,000,000;40,00;8/F/C/Y/U;Terra;;;;;;Interditado;;;
SNIT;BA0046;Ibotirama;IBOTIRAMA;Bahia;Ibotirama;Bahia;-12.164444;-43.225556;"12°09'52.0S""";"043°13'32.0W""";422;VFR;Sem Operação;16/34;11,000,000;20,00;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;11/01/2029;PA2019-0063;https://pergamum.anac.gov.br/arquivos/PA2019-0063.pdf
SWKC;MT0017;Cáceres;CÁCERES;Mato Grosso;Cáceres;Mato Grosso;-16.042778;-57.629722;"16°02'34.0S""";"057°37'47.0W""";150;VFR;VFR;18/36;12,850,000;17,00;9/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD1997-0889;https://pergamum.anac.gov.br/arquivos/PD1997-0889.pdf
SSPI;PR0010;Edu Chaves;PARANAVAÍ;Paraná;Paranavaí;Paraná;-23.09;-52.488611;"23°05'24.0S""";"052°29'19.0W""";474;VFR;VFR;13/31;15,000,000;30,00;13/F/C/Y/U;Asfalto;;;;;;Cadastrado;16/07/2025;PA2015-1832;https://pergamum.anac.gov.br/arquivos/PA2015-1832.pdf
SSLO;PR0031;Attillio Accorsi;LOANDA;Paraná;Loanda;Paraná;-22.917778;-53.149722;"22°55'04.0S""";"053°08'59.0W""";470;VFR;Sem Operação;mai/23;11,000,000;23,00;14/F/C/Y/U;Asfalto;;;;;;Interditado;;PD1980-0013;https://pergamum.anac.gov.br/arquivos/PD1980-0013.pdf
SNWS;CE0005;Crateús;CRATEÚS;Ceará;Crateús;Ceará;-5.2111111;-40.704167;"05°12'40.0S""";"040°42'15.0W""";318;;;ago/26;15,000,000;30,00;12/F/C/Y/U;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3477;https://pergamum.anac.gov.br/arquivos/PA2020-3477.pdf
SSRF;BA0034;Castro Alves;CASTRO ALVES;Bahia;Castro Alves;Bahia;-12.765833;-39.451111;"12°45'57.0S""";"039°27'04.0W""";261;VFR;Sem Operação;13/31;13,000,000;21,00;8/F/C/Y/U;Cascalho;;;;;;Cadastrado;01/03/2028;PA2018-0664;https://pergamum.anac.gov.br/arquivos/PA2018-0664.pdf
SBIC;AM0012;Itacoatiara;ITACOATIARA;Amazonas;Itacoatiara;Amazonas;-3.1263889;-58.481667;"03°07'35.0S""";"058°28'54.0W""";43;VFR / IFR Não Precisão;;14/32;15,150,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;02/08/2028;PA2018-2359;https://pergamum.anac.gov.br/arquivos/PA2018-2359.pdf
SWFR;GO0014;Formosa;FORMOSA;Goiás;Formosa;Goiás;-15.556111;-47.345278;"15°33'22.0S""";"047°20'43.0W""";965;VFR;Sem Operação;mai/23;14,000,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;01/09/2025;PA2015-2307;https://pergamum.anac.gov.br/arquivos/PA2015-2307.pdf
SDJO;SP0057;São Joaquim da Barra;SÃO JOAQUIM DA BARRA;São Paulo;São Joaquim da Barra;São Paulo;-20.593333;-47.842222;"20°35'36.0S""";"047°50'32.0W""";651;VFR;Sem Operação;14/32;10,000,000;30,00;5600 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;;PD1992-0338;https://pergamum.anac.gov.br/arquivos/PD1992-0338.pdf
SNOX;PA0014;Oriximiná;ORIXIMINÁ;Pará;Oriximiná;Pará;-1.7136111;-55.835833;"01°42'49.0S""";"055°50'09.0W""";80;VFR;Sem Operação;17/35;16,000,000;30,00;27/F/B/X/U;Asfalto;;;;;;Cadastrado;09/04/2030;PA2020-0969;https://pergamum.anac.gov.br/arquivos/PA2020-0969.pdf
SNSS;MG0029;Salinas;SALINAS;Minas Gerais;Salinas;Minas Gerais;-16.208333;-42.321944;"16°12'30.0S""";"042°19'19.0W""";763;VFR;Sem Operação;18/36;14,800,000;30,00;8/F/B/Y/T;Asfalto;;;;;;Cadastrado;11/07/2029;PA2019-2065;https://pergamum.anac.gov.br/arquivos/PA2019-2065.pdf
SDNH;SP0060;Novo Horizonte;NOVO HORIZONTE;São Paulo;Novo Horizonte;São Paulo;-21.497778;-49.234444;"21°29'52.0S""";"049°14'04.0W""";465;VFR;Sem Operação;13/31;10,000,000;20,00;5700 Kg /   0.50 MPa;Cascalho;;;;;;Cadastrado;17/06/2026;PA2016-1523;https://pergamum.anac.gov.br/arquivos/PA2016-1523.pdf
SSTB;SC0013;Três Barras;TRÊS BARRAS;Santa Catarina;Três Barras;Santa Catarina;-26.132778;-50.309722;"26°07'58.0S""";"050°18'35.0W""";780;VFR;;mar/21;13,700,000;18,00;5000 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;13/04/2030;PA2020-0977;https://pergamum.anac.gov.br/arquivos/PA2020-0977.pdf
SSLN;SC0018;Helmuth Baungartem;LONTRAS;Santa Catarina;Lontras;Santa Catarina;-27.159722;-49.542778;"27°09'35.0S""";"049°32'34.0W""";334;VFR;Sem Operação;jul/25;11,000,000;23,00;10/F/C/Y/U;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1081;https://pergamum.anac.gov.br/arquivos/PA2020-1081.pdf
SNSE;BA0056;Sento Sé;SENTO SÉ;Bahia;Sento Sé;Bahia;-9.7575;-41.855;"09°45'27.0S""";"041°51'18.0W""";398;VFR;;15/33;11,000,000;25,00;10/F/B/Y/U;Cascalho;;;;;;Cadastrado;28/07/2024;PA2014-1707;https://pergamum.anac.gov.br/arquivos/PA2014-1707.pdf
SNJR;MG0034;Prefeito Octávio de Almeida Neves;SÃO JOÃO DEL REI;Minas Gerais;São João Del Rei;Minas Gerais;-21.085556;-44.225278;"21°05'08.0S""";"044°13'31.0W""";945;VFR;VFR;ago/26;14,000,000;30,00;16/F/B/Y/T;Asfalto;;;;;;Cadastrado;22/05/2025;PA2015-1205;https://pergamum.anac.gov.br/arquivos/PA2015-1205.pdf
SNMJ;BA0031;Maracás;MARACÁS;Bahia;Maracás;Bahia;-13.386111;-40.466111;"13°23'10.0S""";"040°27'58.0W""";962;VFR;;jul/25;13,000,000;20,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;16/06/2024;PA2014-1386;https://pergamum.anac.gov.br/arquivos/PA2014-1386.pdf
SDCA;SP0051;Capão Bonito;CAPÃO BONITO;São Paulo;Capão Bonito;São Paulo;-24.033611;-48.356944;"24°02'01.0S""";"048°21'25.0W""";714;VFR;Sem Operação;16/34;10,750,000;20,00;10/F/C/Y/U;Asfalto;;;;;;Interditado;07/11/2027;PA2018-2893;https://pergamum.anac.gov.br/arquivos/PA2018-2893.pdf
SBBR;DF0001;Presidente Juscelino Kubitschek;BRASÍLIA;Distrito Federal;Brasília;Distrito Federal;-15.871111;-47.918611;"15°52'16.0S""";"047°55'07.0W""";1066;VFR / IFR - CAT I;VFR / IFR - CAT I;11R/29L;33,000,000;45,00;68/F/B/W/T;Asfalto;11L/29R;32,000,000;45,00;76/F/B/X/T;Asfalto;Cadastrado;13/11/2022;PA2012-2422;https://pergamum.anac.gov.br/arquivos/PA2012-2422.pdf
SWTS;MT0012;Tangará da Serra;TANGARÁ DA SERRA;Mato Grosso;Tangará da Serra;Mato Grosso;-14.661944;-57.443889;"14°39'43.0S""";"057°26'38.0W""";449;VFR;Sem Operação;18/36;15,000,000;30,00;12/F/B/X/T;Asfalto;;;;;;Cadastrado;23/08/2028;PA2018-2573;https://pergamum.anac.gov.br/arquivos/PA2018-2573.pdf
SBPJ;TO0001;Palmas / Brigadeiro Lysias Rodrigues;PALMAS;Tocantins;Palmas;Tocantins;-10.29;-48.357778;"10°17'24.0S""";"048°21'28.0W""";236;VFR / IFR Não Precisão;VFR / IFR Não Precisão;14/32;25,000,000;45,00;48/F/B/X/T;Asfalto;;;;;;Cadastrado;17/02/2031;PA2021-4223;https://pergamum.anac.gov.br/arquivos/PA2021-4223.pdf
SWPL;MT0027;Posto Leonardo Vilas Boas;GAÚCHA DO NORTE;Mato Grosso;Gaúcha do Norte;Mato Grosso;-12.198333;-53.381667;"12°11'54.0S""";"053°22'54.0W""";330;VFR;Sem Operação;jul/25;10,000,000;20,00;8/F/C/Y/U;Grama;;;;;;Interditado;;;
SWYN;AM0023;Apuí;APUÍ;Amazonas;Apuí;Amazonas;-7.1722222;-59.838889;"07°10'20.0S""";"059°50'20.0W""";60;VFR;;ago/26;12,000,000;23,00;12/F/B/Y/U;Asfalto;;;;;;Cadastrado;21/07/2030;PA2020-1745;https://pergamum.anac.gov.br/arquivos/PA2020-1745.pdf
SNSG;PE0008;Salgueiro;SALGUEIRO;Pernambuco;Salgueiro;Pernambuco;-8.0466667;-39.133889;"08°02'48.0S""";"039°08'02.0W""";469;VFR;Sem Operação;17/35;13,000,000;30,00;6/F/B/Y/U;Asfalto;;;;;;Interditado;07/05/2028;PA2018-1374;https://pergamum.anac.gov.br/arquivos/PA2018-1374.pdf
SSGY;PR0023;Guaíra;GUAÍRA;Paraná;Guaíra;Paraná;-24.079722;-54.188056;"24°04'47.0S""";"054°11'17.0W""";271;VFR;;jul/25;13,000,000;30,00;13/F/C/Y/U;Asfalto;;;;;;Cadastrado;12/08/2024;PA2014-1876;https://pergamum.anac.gov.br/arquivos/PA2014-1876.pdf
SNVS;PA0015;Breves;BREVES;Pará;Breves;Pará;-1.6363889;-50.443333;"01°38'11.0S""";"050°26'36.0W""";30;VFR;;jul/25;16,000,000;30,00;27/F/B/X/T;Asfalto;;;;;;Cadastrado;28/03/2026;PA2016-0724;https://pergamum.anac.gov.br/arquivos/PA2016-0724.pdf
SSSC;RS0029;Santa Cruz do Sul;SANTA CRUZ DO SUL;Rio Grande do Sul;Santa Cruz do Sul;Rio Grande do Sul;-29.684167;-52.412222;"29°41'03.0S""";"052°24'44.0W""";199;VFR;Sem Operação;ago/26;11,800,000;18,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/04/2030;PA2020-1024;https://pergamum.anac.gov.br/arquivos/PA2020-1024.pdf
